datasetName	type	basisOfRecord	modified	language	license	rightsHolder	institutionID	institutionCode	occurrenceID	recordNumber	collectionCode	recordedBy	individualCount	sex	lifestage	occurrenceStatus	disposition	verbatimEventDate	eventDate	year	month	day	habitat	samplingProtocol	fieldNumber	eventRemarks	continent	countryCode	country	stateProvince	county	locality	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferencedDate	verbatimCoordinates	minimumElevationInMeters	maximumElevationInMeters	locationRemarks	kingdom	phylum	class	order	family	genus	specificEpithet	scientificNameAuthorship	scientificName	taxonRank	identifiedBy	dateIdentified	identificationRemarks	taxonRemarks
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_031		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-01-22	2021	1	22		manual collecting	121		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2451	76.9326	WGS84	75	Kim L.V.	2021		825	828	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Scytodidae	Scytodes	univittata	Simon, 1882	Scytodes univittata Simon, 1882	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_032		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-03-08	2021	3	8		manual collecting	135		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2451	76.9326	WGS84	75	Kim L.V.	2021		825	828	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Scytodidae	Scytodes	univittata	Simon, 1882	Scytodes univittata Simon, 1882	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_033		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-12	2021	4	12		manual collecting	138		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2197	76.9239	WGS84	75	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Microlinyphia	pusilla	(Sundevall, 1830)	Microlinyphia pusilla (Sundevall, 1830)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_034		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-04-15	2021	4	15		manual collecting	141		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.2394	76.8664	WGS84	75	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Ozyptila	scabricula	(Westring, 1851)	Ozyptila scabricula (Westring, 1851)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_035		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	143		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_036		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	144		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_037		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	145		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_038		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	146	Defective left palp.	Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_039		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	147		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_040		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	148		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_041		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	150		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Philodromidae	Thanatus	formicinus	(Clerck, 1757)	Thanatus formicinus (Clerck, 1757)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_042		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	151		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Trochosa	ruricola	(De Geer, 1778)	Trochosa ruricola (De Geer, 1778)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_043		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	152		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Trochosa	ruricola	(De Geer, 1778)	Trochosa ruricola (De Geer, 1778)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_044		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	153		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Trochosa	ruricola	(De Geer, 1778)	Trochosa ruricola (De Geer, 1778)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_045		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	154		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Trochosa	ruricola	(De Geer, 1778)	Trochosa ruricola (De Geer, 1778)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_046		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	155		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Trochosa	ruricola	(De Geer, 1778)	Trochosa ruricola (De Geer, 1778)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_047		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	156		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Trochosa	ruricola	(De Geer, 1778)	Trochosa ruricola (De Geer, 1778)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_048		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	157		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Trochosa	ruricola	(De Geer, 1778)	Trochosa ruricola (De Geer, 1778)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_049		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-17	2021	4	17		pitfall traps	160		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.219	76.923	WGS84	110	Kim L.V.	2021		884	885	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	taeniopus	(Kulczyński, 1895)	Alopecosa taeniopus (Kulczyński, 1895)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_050		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-04-18	2021	4	18		pitfall traps	172		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.224	76.921	WGS84	110	Kim L.V.	2021		869	884	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	schmidti	(Hahn, 1835)	Alopecosa schmidti (Hahn, 1835)	SPECIES	Kim L.V.	2021	females - doubtful	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_051		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-18	2021	4	18		pitfall traps	173		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.224	76.921	WGS84	110	Kim L.V.	2021		869	884	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Trochosa	ruricola	(De Geer, 1778)	Trochosa ruricola (De Geer, 1778)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_052		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-18	2021	4	18		pitfall traps	175		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.224	76.921	WGS84	110	Kim L.V.	2021		869	884	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	taeniopus	(Kulczyński, 1895)	Alopecosa taeniopus (Kulczyński, 1895)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_053		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-18	2021	4	18		pitfall traps	176		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.224	76.921	WGS84	110	Kim L.V.	2021		869	884	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Trochosa	ruricola	(De Geer, 1778)	Trochosa ruricola (De Geer, 1778)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_054		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-18	2021	4	18		pitfall traps	178		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.224	76.921	WGS84	110	Kim L.V.	2021		869	884	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_055		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-04-18	2021	4	18		pitfall traps	179		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.224	76.921	WGS84	110	Kim L.V.	2021		869	884	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_056		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-18	2021	4	18		pitfall traps	180		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.224	76.921	WGS84	110	Kim L.V.	2021		869	884	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_057		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-18	2021	4	18		pitfall traps	181		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	KazNU campus	43.224	76.921	WGS84	110	Kim L.V.	2021		869	884	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
