datasetName	type	basisOfRecord	modified	language	license	bibliographicCitation	references	rightsHolder	institutionID	institutionCode	dynamicProperties	occurrenceID	occurrenceStatus	individualCount	sex	lifeStage	recordedBy	catalogNumber	occurrenceRemarks	associatedReferences	eventDate	verbatimEventDate	habitat	samplingProtocol	eventRemarks	continent	countryCode	country	verbatimLocality	verbatimCoordinates	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferencedDate	minimumElevationInMeters	maximumElevationInMeters	kingdom	phylum	class	order	family	genus	scientificName	verbatimIdentification	taxonRank	typeStatus	identifiedBy	dateIdentified	taxonRemarks
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2122	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_2122	present	3	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1904-07	1904-7				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Enoplognatha	Enoplognatha ovata (Clerck, 1757)	Theridium lineatum	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2123	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_2123	present	1		juvenile	Shnitnikov V.N.		Together with juveniles	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919/1921	7-1			year not provided	Asia	KZ	Kazakhstan	Алма-Ата	43.289437 N; 76.994338 E	43.2894	76.9943	WGS84	4000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Theridion	Theridion melanurum Hahn, 1831	Theridium denticulatum	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2124	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_2124	present	1	female	adult	Shnitnikov V.N.		Together with cocoon	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919/1921	6			end of July, year not provided	Asia	KZ	Kazakhstan	Алма-Ата	43.289437 N; 76.994338 E	43.2894	76.9943	WGS84	4000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Theridion	Theridion melanurum Hahn, 1831	Theridium denticulatum	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2125	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_2125	present	1	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-05-15/31	1919-5-15/1919-5-31				Asia	KZ	Kazakhstan	Алма-Ата	43.289437 N; 76.994338 E	43.2894	76.9943	WGS84	4000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Theridion	Theridion melanurum Hahn, 1831	Theridium denticulatum	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2126	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""mountain""}"	lib_spiders_2126	present	1	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-06-10	1919-6-10	forest, on Berberis sp.			Asia	KZ	Kazakhstan	Лесная дача Волковского, яблоновый лес	43.104043 N; 76.920158 E	43.1040	76.9202	WGS84	4000	Nekhaeva A.A.	2025-05-15	1572	1574	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Theridion	Theridion varians Hahn, 1833	Theridium varians	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2127	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""mountain""}"	lib_spiders_2127	present	1	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-07	1919-7			end of July	Asia	KZ	Kazakhstan	Лесная дача Волковского, яблоновый лес	43.104043 N; 76.920158 E	43.1040	76.9202	WGS84	4000	Nekhaeva A.A.	2025-05-15	1572	1574	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Theridion	Theridion varians Hahn, 1833	Theridium varians	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2128	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""mountain""}"	lib_spiders_2128	present	1	male	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-06-26/30	1919-6-26/1919-6-30				Asia	KZ	Kazakhstan	Лесная дача Волковского, яблоновый лес	43.104043 N; 76.920158 E	43.1040	76.9202	WGS84	4000	Nekhaeva A.A.	2025-05-15	1572	1574	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Theridion	Theridion varians Hahn, 1833	Theridium varians	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2129	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""mountain""}"	lib_spiders_2129	present	31	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-06-26/30	1919-6-26/1919-6-30				Asia	KZ	Kazakhstan	Лесная дача Волковского, яблоновый лес	43.104043 N; 76.920158 E	43.1040	76.9202	WGS84	4000	Nekhaeva A.A.	2025-05-15	1572	1574	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Theridion	Theridion varians Hahn, 1833	Theridium varians	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2130	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_2130	present	2	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-06-01/10	1919-6-1/1919-6-10				Asia	KZ	Kazakhstan	Алма-Ата	43.289437 N; 76.994338 E	43.2894	76.9943	WGS84	4000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Theridion	Theridion varians Hahn, 1833	Theridium varians	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2131	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_2131	present	1	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-05-15/31	1919-5-15/1919-5-31				Asia	KZ	Kazakhstan	Алма-Ата	43.289437 N; 76.994338 E	43.2894	76.9943	WGS84	4000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Theridion	Theridion varians Hahn, 1833	Theridium varians	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2132	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""mountain""}"	lib_spiders_2132	present	1	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-07	1919-7				Asia	KZ	Kazakhstan	дача Волковского	43.104043 N; 76.920158 E	43.104	76.920	WGS84	6000	Nekhaeva A.A.	2025-05-15	1572	1574	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Phylloneta	Phylloneta impressa (L.Koch, 1881)	Theridium impressum	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2133	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""mountain""}"	lib_spiders_2133	present	1	male	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-06-26/29	1919-6-26/1919-6-29				Asia	KZ	Kazakhstan	дача Волковского	43.104043 N; 76.920158 E	43.104	76.920	WGS84	6000	Nekhaeva A.A.	2025-05-15	1572	1574	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Phylloneta	Phylloneta impressa (L.Koch, 1881)	Theridium impressum	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2134	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""mountain""}"	lib_spiders_2134	present	11	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-06-26/29	1919-6-26/1919-6-29				Asia	KZ	Kazakhstan	дача Волковского	43.104043 N; 76.920158 E	43.104	76.920	WGS84	6000	Nekhaeva A.A.	2025-05-15	1572	1574	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Phylloneta	Phylloneta impressa (L.Koch, 1881)	Theridium impressum	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2135	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_2135	present	1	male	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-06-04	1919-6-4				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Phylloneta	Phylloneta impressa (L.Koch, 1881)	Theridium impressum	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2136	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_2136	present	1	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-06-04	1919-6-4				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Phylloneta	Phylloneta impressa (L.Koch, 1881)	Theridium impressum	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_2137	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_2137	present	4	female	adult	Shnitnikov V.N.		Together with 2 cocoons	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919/1921	6-12			year not provided	Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-24	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Phylloneta	Phylloneta impressa (L.Koch, 1881)	Theridium impressum	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
